"Date","adjElecProdVolume","eskomElecConsumedStationsSA","eskomElecDistSA","eskomElecProducedSA","eskomExports","eskomImports","total_Exports","total_Imports","totalElecConsumedStationsSA","totalElecDistSA_SeasonalAdj","totalElecDistSA_Unadjusted","totalElecProducedSA","unadjustedElecProdVolume","totalElecDistEC_SeasonalAdj","totalElecDistFS_SeasonalAdj","totalElecDistGAU_SeasonalAdj","totalElecDistKZN_SeasonalAdj","totalElecDistLP_SeasonalAdj","totalElecDistMP_SeasonalAdj","totalElecDistNC_SeasonalAdj","totalElecDistNW_SeasonalAdj","totalElecDistWC_SeasonalAdj","unadjustedTotalElecProducedSA"
"2023-01-01",88.4,1274,14158,15428,999,1003,999,1003,1370,16404,16664,17178,85.7,634,839,3890,3068,1634,2536,514,1818,1471,18030
"2023-02-01",87.1,1174,13157,14425,855,761,855,761,1259,15094,15362,16723,79.4,581,767,3692,2826,1507,2247,409,1659,1408,16714
"2023-03-01",90.7,1347,15163,16598,971,883,971,883,1433,17279,17592,17564,90.8,678,859,4220,3204,1762,2581,504,1902,1569,19114
"2023-04-01",86.8,1270,14119,15450,867,807,867,807,1362,16113,16271,16698,84.1,632,786,3975,3001,1625,2441,433,1801,1419,17694
"2023-05-01",86.4,1358,15305,16578,866,951,866,951,1459,17313,17433,16820,89.4,701,848,4493,3170,1645,2580,442,1929,1507,18807
"2023-06-01",88.7,1454,15728,17112,852,922,852,922,1566,17997,18232,17229,93.7,774,932,5003,3266,1661,2614,472,1601,1674,19728
"2023-07-01",87.9,1569,15811,17298,909,991,909,991,1686,17984,18239,17065,94.3,781,914,5102,3313,1673,2539,482,1550,1630,19844
"2023-08-01",88.9,1513,15376,16862,927,954,927,954,1633,17706,17981,17257,93.1,774,894,4834,3309,1730,2497,506,1549,1612,19588
"2023-09-01",88.6,1400,14239,15804,973,808,973,808,1495,16390,16648,17025,87,707,783,4122,3103,1686,2341,473,1674,1500,18308
"2023-10-01",92.1,1481,15522,17250,1033,786,1033,786,1575,17698,17970,17703,94,760,863,4459,3234,1848,2630,505,1832,1566,19792
"2023-11-01",89.7,1330,14563,16060,1045,878,1045,878,1421,16722,16886,17314,87.8,676,829,4129,3080,1684,2512,576,1750,1486,18474
"2023-12-01",90.7,1311,14487,15792,959,965,959,965,1390,16688,16923,17628,87,660,834,3900,3140,1766,2568,598,1681,1541,18307
"2024-01-01",89.3,1290,14442,15603,852,981,852,981,1390,16708,16920,17454,86.4,674,834,4027,3087,1719,2516,529,1698,1623,18180
"2024-02-01",90.7,1237,13648,14835,830,881,830,881,1331,15928,16129,17543,82.7,662,798,3896,2959,1626,2340,508,1595,1543,17410
"2024-03-01",90.7,1434,15055,16618,951,822,951,822,1525,17227,17465,17421,90.8,704,865,4196,3219,1802,2506,526,1773,1635,19119
"2024-04-01",91.8,1412,14933,16292,874,927,874,927,1495,16991,17275,17731,88.9,718,878,4327,3152,1728,2496,439,1661,1592,18717
"2024-05-01",91.3,1518,15940,17437,904,925,904,925,1616,17868,18257,17626,94.3,742,928,4589,3308,1746,2682,467,1730,1677,19852
"2024-06-01",93.4,1622,16396,18248,1130,900,1130,900,1728,18478,18841,17753,98.8,751,952,5120,3298,1800,2619,476,1808,1654,20799
